individual,group,sex,audio_name,syllable,syllable_number,start_frequency,end_frequency,f0,min_f0,max_f0,range,duration,slope,fex,concavity
Y20,canary,male,Y20_10_12_Theme_1_A D,D,4,1875,1500,1479.166667,937.5,2250,1312.5,21.333333,13.63820043,0.299425238,3
Y20,canary,male,Y20_10_12_Theme_1_A D,D,5,1875,937.5,1593.75,937.5,2250,1312.5,18.666667,11.25692734,0.218422316,0
Y20,canary,male,Y20_10_12_Theme_1_A D,D,6,1875,937.5,1604.166667,937.5,2250,1312.5,21.333333,9.849811422,0.221088982,0
Y20,canary,male,Y20_10_12_Theme_1_A D,D,7,1875,1500,1593.75,937.5,2250,1312.5,24,10.77586207,0.272223479,1
Y20,canary,male,Y20_10_12_Theme_1_A D,D,8,1875,1687.5,1575,937.5,2250,1312.5,24,12.79633621,0.313328072,3
Y20,canary,male,Y20_10_12_Theme_1_A D,D,9,1687.5,1500,1458.333333,937.5,1687.5,750,21.333333,6.819100216,0.154276155,1
Y20,canary,male,Y20_10_12_Theme_1_A D,D,10,1875,937.5,1666.666667,937.5,2250,1312.5,21.333333,9.849811422,0.221319353,0
Y20,canary,male,Y20_10_12_Theme_1_A D,D,11,1875,937.5,1500,937.5,2250,1312.5,21.333333,11.36516703,0.248750594,2
Y20,canary,male,Y20_10_12_Theme_1_A D,D,12,1875,1687.5,1668.75,1500,2250,750,24,8.755387931,0.219004528,0
Y20,canary,male,Y20_10_12_Theme_1_A D,D,13,1875,937.5,1708.333333,937.5,2250,1312.5,21.333333,9.849811422,0.221319353,0
Y20,canary,male,Y20_10_12_Theme_1_A D,D,14,1875,937.5,1604.166667,937.5,2437.5,1500,21.333333,12.88052263,0.281059865,2
Y20,canary,male,Y20_10_12_Theme_1_A D,D,15,1875,1500,1612.5,937.5,2250,1312.5,32,9.260506466,0.270739679,1
Y20,canary,male,Y20_10_12_Theme_1_A D,D,16,1875,1500,1604.166667,937.5,2250,1312.5,21.333333,12.12284483,0.269556812,1
Y20,canary,male,Y20_10_12_Theme_1_A D,D,17,1875,2250,1743.75,937.5,2250,1312.5,24,14.81681034,0.364365751,3
Y20,canary,male,Y20_10_12_Theme_1_A D,D,18,1875,1312.5,1556.25,937.5,2437.5,1500,26.666667,12.12284483,0.313720979,2
Y20,canary,male,Y20_10_12_Theme_1_A D,D,19,1875,937.5,1593.75,937.5,2250,1312.5,24,10.10237069,0.253756738,2
Y20,canary,male,Y20_10_12_Theme_1_A D,D,20,1875,937.5,1541.666667,937.5,2250,1312.5,21.333333,9.849811422,0.218876415,0
Y20,canary,male,Y20_10_12_Theme_1_A D,D,21,1875,1500,1636.363636,937.5,2250,1312.5,29.333333,8.7890625,0.272769812,1
Y20,canary,male,Y20_10_12_Theme_1_A D,D,22,1875,937.5,1568.181818,937.5,2437.5,1500,26.666667,10.3044181,0.283848893,2
Y20,canary,male,Y20_10_12_Theme_1_A D,D,23,1875,937.5,1556.25,937.5,2250,1312.5,24,8.755387931,0.221441714,0
Y20,canary,male,Y20_10_12_Theme_1_A D,D,24,1875,1500,1562.5,937.5,2250,1312.5,29.333333,8.81661442,0.275012507,1
Y20,canary,male,Y20_10_12_Theme_1_A D,D,25,1875,937.5,1583.333333,937.5,2250,1312.5,21.333333,11.36516703,0.25118778,2
Y20,canary,male,Y20_10_12_Theme_1_A D,D,26,1875,937.5,1664.0625,937.5,2250,1312.5,18.666667,12.98876232,0.248521113,2
Y20,canary,male,Y20_10_12_Theme_1_A D,D,27,1875,937.5,1631.25,937.5,2437.5,1500,24,10.10237069,0.251284597,1
Y20,canary,male,Y20_10_12_Theme_1_A D,D,28,1875,937.5,1636.363636,937.5,2250,1312.5,26.666667,9.092133621,0.253976807,2
Y20,canary,male,Y20_10_12_Theme_1_A D,D,29,1875,937.5,1515.625,937.5,2250,1312.5,29.333333,12.67388323,0.383268977,4
Y20,canary,male,Y20_10_12_Theme_3_A E,E,1,2062.5,2062.5,1846.153846,1312.5,2437.5,1125,32,10.10237069,0.332643021,3
Y20,canary,male,Y20_10_12_Theme_3_A E,E,2,3000,3000,2294.642857,1687.5,3187.5,1500,64,8.688038793,0.569668684,3
Y20,canary,male,Y20_10_12_Theme_3_A E,E,3,1875,3000,1974.264706,937.5,3000,2062.5,45.333333,13.25936153,0.599327689,4
Y20,canary,male,Y20_10_12_Theme_3_A E,E,4,1875,1125,1851.5625,1125,2437.5,1312.5,42.666667,5.455280172,0.249456517,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,5,1875,2062.5,1875,1125,2437.5,1312.5,42.666667,6.061422414,0.297310339,2
Y20,canary,male,Y20_10_12_Theme_3_A E,E,6,1875,2062.5,1928.571429,1500,2437.5,937.5,34.666667,6.993948939,0.254698105,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,7,2062.5,1312.5,1925,1312.5,2437.5,1125,37.333333,6.061422414,0.24128413,0
Y20,canary,male,Y20_10_12_Theme_3_A E,E,8,2062.5,1312.5,1945.3125,1312.5,2437.5,1125,40,6.465517241,0.276151389,0
Y20,canary,male,Y20_10_12_Theme_3_A E,E,9,1875,1125,1830.882353,1125,2250,1125,48,5.808863147,0.285345334,2
Y20,canary,male,Y20_10_12_Theme_3_A E,E,10,2062.5,2250,1900,1500,2250,750,37.333333,5.62846367,0.225156867,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,11,1875,2062.5,1903.846154,1687.5,2250,562.5,32,3.535829741,0.132760461,0
Y20,canary,male,Y20_10_12_Theme_3_A E,E,12,1687.5,1875,1975.961538,1500,2812.5,1312.5,32,9.597252155,0.319014137,3
Y20,canary,male,Y20_10_12_Theme_3_A E,E,13,1687.5,2062.5,1903.846154,1687.5,2437.5,750,32,4.040948276,0.151245433,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,14,1687.5,1312.5,1862.5,1312.5,2437.5,1125,37.333333,6.927339901,0.278362754,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,15,2250,1125,1875,1125,2437.5,1312.5,48,8.14924569,0.440312767,4
Y20,canary,male,Y20_10_12_Theme_3_A E,E,16,1687.5,2062.5,1947.115385,1500,2437.5,937.5,37.333333,4.040948276,0.156676474,0
Y20,canary,male,Y20_10_12_Theme_3_A E,E,17,1687.5,2250,1839.84375,1312.5,2250,937.5,40,2.828663793,0.145529813,0
Y20,canary,male,Y20_10_12_Theme_3_A E,E,18,1687.5,1125,1816.40625,937.5,2812.5,1875,45.333333,10.64116379,0.455391207,3
Y20,canary,male,Y20_10_12_Theme_3_A E,E,19,1687.5,2062.5,1945.3125,1500,2437.5,937.5,40,3.232758621,0.159343141,0
Y20,canary,male,Y20_10_12_Theme_3_A E,E,20,2062.5,2250,1992.1875,1500,2437.5,937.5,40,4.445043103,0.200490001,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,21,1687.5,937.5,1841.911765,937.5,2812.5,1875,42.666667,8.334455819,0.383046543,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,22,2062.5,1125,1886.71875,937.5,3000,2062.5,48,10.43911638,0.490177088,2
Y20,canary,male,Y20_10_12_Theme_3_A E,E,23,1687.5,2250,1975.961538,1312.5,2437.5,1125,32,5.556303879,0.197270325,0
Y20,canary,male,Y20_10_12_Theme_3_A E,E,24,1875,2062.5,2027.34375,1500,3000,1500,40,7.677801724,0.329451323,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,25,1500,1125,1851.5625,1125,2437.5,1312.5,40,4.849137931,0.223726094,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,26,1687.5,2062.5,1962.5,1687.5,2437.5,750,37.333333,2.597752463,0.126808048,0
Y20,canary,male,Y20_10_12_Theme_3_A E,E,27,1687.5,2062.5,1912.5,1500,2437.5,937.5,37.333333,4.329587438,0.186447193,0
Y20,canary,male,Y20_10_12_Theme_3_A E,E,28,1875,2062.5,1914.473684,1125,2437.5,1312.5,48,9.092133621,0.449519422,4
Y20,canary,male,Y20_10_12_Theme_3_A E,E,29,1875,1125,1906.25,1125,3000,1875,48,11.05318205,0.602075764,3
Y20,canary,male,Y20_10_12_Theme_3_A E,E,30,1687.5,937.5,1863.28125,937.5,2437.5,1500,42.666667,4.24299569,0.256135326,1
Y20,canary,male,Y20_10_12_Theme_3_A E,E,31,3000,3000,2117.647059,1500,3000,1500,45.333333,8.334455819,0.378372362,3
Y20,canary,male,Y20_10_12_Theme_3_A E,E,32,1687.5,1125,1979.166667,1125,2437.5,1312.5,50.666667,3.922096856,0.273037583,1
Y20,canary,male,Y20_10_12_Theme_1_A F,F,1,1500,1500,1601.5625,1500,1687.5,187.5,66.666667,1.05416042,0.121529147,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,2,1500,1500,1664.0625,1500,1687.5,187.5,66.666667,0.878467016,0.11784872,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,3,1500,1687.5,1656.25,1500,1687.5,187.5,69.333333,0.831959939,0.106799767,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,4,1500,1500,1625,1500,1687.5,187.5,69.333333,1.010237069,0.120515387,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,5,1500,1687.5,1625,1500,1687.5,187.5,72,1.049092341,0.138550094,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,6,1500,1687.5,1657.5,1500,1687.5,187.5,69.333333,1.262796336,0.137911434,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,7,1500,1687.5,1646.73913,1500,1687.5,187.5,72,1.239836403,0.138550094,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,8,1500,1687.5,1666.666667,1500,1687.5,187.5,66.666667,0.35655426,0.080382287,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,9,1500,1687.5,1617.1875,1500,1687.5,187.5,69.333333,1.05416042,0.133855422,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,10,1500,1687.5,1654.891304,1500,1687.5,187.5,66.666667,0.826557602,0.107813527,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,11,1500,1687.5,1653.409091,1500,1687.5,187.5,58.666667,0.721597906,0.097785521,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,12,1500,1687.5,1650,1500,1687.5,187.5,61.333333,0.319022232,0.075048953,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,13,1500,1687.5,1679.347826,1500,1687.5,187.5,66.666667,0.275519201,0.080382287,0
Y20,canary,male,Y20_10_12_Theme_1_A F,F,14,1500,1687.5,1687.5,1500,1875,375,58.666667,0.721597906,0.097785521,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,1,1500,3000,2625,1500,3000,1500,26.666667,4.849137931,0.148251578,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,2,1500,3000,2756.25,1500,3187.5,1687.5,26.666667,5.387931034,0.17318078,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,3,1500,3000,2831.25,1500,3187.5,1687.5,26.666667,4.714439655,0.175664587,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,4,1500,3000,2793.75,1500,3187.5,1687.5,24,6.734913793,0.173113859,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,5,1500,3000,2770.833333,1500,3187.5,1687.5,24,5.303744612,0.17299792,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,6,1687.5,3000,2852.678571,1687.5,3187.5,1500,42.666667,3.963237732,0.202961283,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,7,1687.5,2812.5,2812.5,1687.5,3187.5,1500,24,6.734913793,0.170676674,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,8,1875,3000,2812.5,1875,3187.5,1312.5,21.333333,6.061422414,0.140578767,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,9,1687.5,3000,2729.166667,1687.5,3187.5,1500,21.333333,8.334455819,0.186567143,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,10,1875,3000,2791.666667,1875,3000,1125,21.333333,4.54606681,0.110717652,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,11,1875,2812.5,2795.454545,1875,3000,1125,29.333333,4.24299569,0.134863147,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,12,2437.5,3000,2937.5,2437.5,3000,562.5,29.333333,1.653115204,0.072819672,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,13,1500,2812.5,2676.136364,1500,3187.5,1687.5,26.666667,6.667564655,0.186968564,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,14,1687.5,2812.5,2775,1687.5,3000,1312.5,24,5.387931034,0.143245433,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,15,1500,3000,2676.136364,1500,3000,1500,26.666667,6.061422414,0.173252944,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,16,1500,3000,2775,1500,3000,1500,26.666667,4.040948276,0.148251578,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,17,1500,2812.5,2710.227273,1500,3000,1500,29.333333,7.576778017,0.219905525,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,18,1500,3000,2604.166667,1500,3187.5,1687.5,21.333333,7.576778017,0.167847447,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,19,1500,3000,2710.227273,1500,3187.5,1687.5,29.333333,8.182920259,0.231093563,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,20,1500,3000,2798.076923,1500,3187.5,1687.5,32,7.071659483,0.23597634,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,21,1687.5,3000,2756.25,1687.5,3000,1312.5,24,6.061422414,0.156961053,0
Y20,canary,male,Y20_10_12_Theme_2_A G,G,22,1312.5,3000,2604.166667,1312.5,3187.5,1875,21.333333,8.334455819,0.186603659,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,1,2625,3000,2937.5,2625,3187.5,562.5,13.333333,4.849137931,0.072946934,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,2,1312.5,3000,2343.75,1312.5,3187.5,1875,18.666667,9.525092365,0.186337663,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,3,1312.5,3187.5,2125,1312.5,3187.5,1875,13.333333,12.12284483,0.167288709,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,4,1312.5,3000,2367.1875,1312.5,3187.5,1875,18.666667,9.525092365,0.186337663,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,5,1312.5,3000,2414.0625,1312.5,3187.5,1875,21.333333,9.092133621,0.186987295,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,6,1312.5,3000,2414.0625,1312.5,3187.5,1875,18.666667,9.525092365,0.186348634,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,7,1312.5,1500,2291.666667,1312.5,3187.5,1875,21.333333,14.39587823,0.31327483,1
Y20,canary,male,Y20_10_12_Theme_2_A H,H,8,1312.5,3000,2250,1312.5,3187.5,1875,16,11.11260776,0.183670996,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,9,1312.5,3187.5,2367.1875,1312.5,3187.5,1875,18.666667,8.659174877,0.172633014,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,10,1312.5,3000,2250,1312.5,3187.5,1875,21.333333,9.092133621,0.186976323,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,11,1312.5,3000,2291.666667,1312.5,3187.5,1875,21.333333,8.334455819,0.189015301,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,12,1312.5,3000,2156.25,1312.5,3000,1687.5,18.666667,11.25692734,0.216010673,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,13,1312.5,3000,2320.3125,1312.5,3187.5,1875,18.666667,9.525092365,0.186348634,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,14,1312.5,3000,2273.4375,1312.5,3187.5,1875,18.666667,12.98876232,0.248417653,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,15,1312.5,3000,2273.4375,1312.5,3187.5,1875,18.666667,9.525092365,0.183810081,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,16,1312.5,3000,2320.3125,1312.5,3187.5,1875,18.666667,9.525092365,0.183936992,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,17,1312.5,1500,1828.125,1312.5,3000,1687.5,21.333333,18.18426724,0.409894025,3
Y20,canary,male,Y20_10_12_Theme_2_A H,H,18,1312.5,2812.5,2193.75,1312.5,3000,1687.5,26.666667,6.398168103,0.176156851,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,19,1312.5,2250,1921.875,1312.5,2250,937.5,18.666667,4.329587438,0.094425762,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,20,1312.5,2812.5,2041.666667,1312.5,2812.5,1500,24,6.440261315,0.173077979,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,21,1312.5,2812.5,2006.25,1312.5,2812.5,1500,24,12.12284483,0.302182301,2
Y20,canary,male,Y20_10_12_Theme_2_A H,H,22,1312.5,3000,2187.5,1312.5,3000,1687.5,21.333333,9.849811422,0.21867734,0
Y20,canary,male,Y20_10_12_Theme_2_A H,H,23,1312.5,2812.5,1893.75,1312.5,2812.5,1500,26.666667,9.42887931,0.272478503,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,1,2625,1500,1929.6875,1500,2625,1125,64,3.557791417,0.304902539,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,2,2625,1500,1882.211538,1312.5,2625,1312.5,66.666667,4.364224138,0.332660938,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,3,2625,1312.5,1791.666667,1312.5,2625,1312.5,69.333333,3.030711207,0.26431963,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,4,2625,1500,1828.125,1312.5,2625,1312.5,74.666667,4.489942529,0.372771134,3
Y20,canary,male,Y20_10_12_Theme_1_B I,I,5,2812.5,1312.5,1868.055556,1312.5,2812.5,1500,69.333333,3.730106101,0.30546649,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,6,2625,1500,1867.788462,1312.5,2625,1312.5,69.333333,3.273168103,0.276007244,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,7,2437.5,1500,1882.211538,1312.5,2625,1312.5,66.666667,4.121767241,0.316515444,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,8,2625,1312.5,1902.777778,1312.5,2625,1312.5,69.333333,3.963237732,0.326388648,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,9,2625,1312.5,1853.365385,1312.5,2625,1312.5,66.666667,3.151939655,0.261652963,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,10,2625,1500,1965.277778,1500,2625,1125,72,4.079803548,0.338313055,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,11,2625,1500,1875,1312.5,2625,1312.5,74.666667,3.928699713,0.343409596,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,12,2625,1500,1930.555556,1312.5,2625,1312.5,74.666667,4.507211538,0.366758541,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,13,2625,3000,1965.277778,1312.5,3000,1687.5,74.666667,4.351790451,0.434787273,3
Y20,canary,male,Y20_10_12_Theme_1_B I,I,14,2812.5,1500,1902.777778,1312.5,2812.5,1500,69.333333,3.963237732,0.31918211,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,15,2625,1312.5,1935,1312.5,2625,1312.5,66.666667,3.788389009,0.291514078,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,16,2625,1500,1861.607143,1312.5,2625,1312.5,72,2.693965517,0.248447392,0
Y20,canary,male,Y20_10_12_Theme_1_B I,I,17,2625,1312.5,1814.732143,1312.5,2625,1312.5,72,2.918462644,0.266986297,2
Y20,canary,male,Y20_10_12_Theme_1_B I,I,18,2625,1312.5,1985.795455,1312.5,2625,1312.5,56,4.906865764,0.315593869,2
Y20,canary,male,Y20_10_12_Theme_1_A J,J,1,1687.5,1687.5,1650,1500,1687.5,187.5,10.666667,3.030711207,0.038097907,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,2,1687.5,1500,1875,1500,2250,750,10.666667,10.60748922,0.118608122,1
Y20,canary,male,Y20_10_12_Theme_1_A J,J,3,1312.5,2250,1640.625,1312.5,2250,937.5,8,10.10237069,0.083759095,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,4,1500,1500,1546.875,1500,1687.5,187.5,8,4.040948276,0.03543124,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,5,1875,2250,1828.125,1500,2250,750,8,12.12284483,0.097474715,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,6,1687.5,2250,2025,1687.5,2250,562.5,10.666667,4.54606681,0.056564647,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,7,1687.5,1500,1546.875,1500,1687.5,187.5,8,2.020474138,0.02171562,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,8,1687.5,1687.5,1950,1687.5,2250,562.5,10.666667,9.092133621,0.100050986,1
Y20,canary,male,Y20_10_12_Theme_1_A J,J,9,1687.5,1687.5,1837.5,1687.5,2250,562.5,10.666667,9.092133621,0.100050986,1
Y20,canary,male,Y20_10_12_Theme_1_A J,J,10,1687.5,2250,1875,1687.5,2250,562.5,8,6.061422414,0.051486338,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,11,1875,1687.5,1950,1687.5,2250,562.5,10.666667,10.60748922,0.116178248,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,12,1312.5,2250,1968.75,1312.5,2250,937.5,13.333333,6.061422414,0.08659039,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,13,1687.5,1500,1687.5,1500,2062.5,562.5,13.333333,8.485991379,0.118844915,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,14,1312.5,2062.5,1875,1312.5,2250,937.5,13.333333,7.273706897,0.10030601,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,15,1312.5,1687.5,1500,1312.5,1687.5,375,8,4.040948276,0.03543124,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,16,1687.5,2250,1968.75,1687.5,2250,562.5,8,6.061422414,0.053897981,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,17,1312.5,2250,1968.75,1312.5,2250,937.5,13.333333,6.061422414,0.089092428,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,18,1312.5,1500,1612.5,1312.5,2250,937.5,10.666667,13.63820043,0.148469237,1
Y20,canary,male,Y20_10_12_Theme_1_A J,J,19,1875,1500,1537.5,1312.5,1875,562.5,10.666667,6.061422414,0.070280267,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,20,1687.5,1500,1625,1312.5,2250,937.5,13.333333,13.33512931,0.180906622,1
Y20,canary,male,Y20_10_12_Theme_1_A J,J,21,1875,2250,1741.071429,1312.5,2250,937.5,16,8.081896552,0.135245433,1
Y20,canary,male,Y20_10_12_Theme_1_A J,J,22,1312.5,2250,1640.625,1312.5,2250,937.5,8,10.10237069,0.083759095,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,23,1312.5,1500,1612.5,1312.5,2250,937.5,10.666667,13.63820043,0.148469237,1
Y20,canary,male,Y20_10_12_Theme_1_A J,J,24,1312.5,1500,1500,1312.5,1687.5,375,10.666667,4.54606681,0.051813527,0
Y20,canary,male,Y20_10_12_Theme_1_A J,J,25,1312.5,1875,1837.5,1312.5,2250,937.5,10.666667,10.60748922,0.11619648,0
Y20,canary,male,Y20_10_12_Theme_1_A K,K,1,2062.5,2062.5,2210.755814,1875,2625,750,237.333333,1.806541582,0.604530622,3
Y20,canary,male,Y20_10_12_Theme_1_A K,K,2,2437.5,1875,2137.931034,1875,2625,750,245.333333,1.292163693,0.511770161,0
Y20,canary,male,Y20_10_12_Theme_1_A L,U,1,2625,2625,2471.590909,1500,2625,1125,29.333333,6.667564655,0.242811914,1
Y20,canary,male,Y20_10_12_Theme_1_A L,L,2,1875,3187.5,2097.222222,1875,3187.5,1312.5,154.666667,1.867985524,0.396210808,0
Y20,canary,male,Y20_10_12_Theme_1_A L,U,3,2625,2625,2584.821429,2250,2625,375,34.666667,1.86505305,0.091868625,0
Y20,canary,male,Y20_10_12_Theme_1_A L,L,4,1875,1875,1944.915254,1875,2062.5,187.5,154.666667,0.418029132,0.209529147,0
Y20,canary,male,Y20_10_12_Theme_1_A L,U,5,2437.5,2250,2163.461538,937.5,2437.5,1500,32,13.63820043,0.448131907,3
Y20,canary,male,Y20_10_12_Theme_1_A L,L,6,1875,1875,1875,1875,1875,0,160,0,0.16,0
Y20,canary,male,Y20_10_12_Theme_1_A L,U,7,2437.5,2625,2113.636364,937.5,2625,1687.5,26.666667,16.36584052,0.445243692,3
Y20,canary,male,Y20_10_12_Theme_1_A L,L,8,1875,1875,1875,1875,1875,0,184,0,0.184,0
Y20,canary,male,Y20_10_12_Theme_1_A L,U,9,2437.5,2625,2562.5,2250,2625,375,37.333333,2.164793719,0.108250912,0
Y20,canary,male,Y20_10_12_Theme_1_A L,L,10,1875,1875,1875,1875,1875,0,181.333333,0,0.181333333,0
Y20,canary,male,Y20_10_12_Theme_1_A L,U,11,2437.5,2625,2410.714286,1500,2625,1125,34.666667,6.061422414,0.234549227,1
Y20,canary,male,Y20_10_12_Theme_1_A L,L,12,2062.5,1875,1877.717391,1875,2062.5,187.5,181.333333,0.089138565,0.195048953,0
Y20,canary,male,Y20_10_12_Theme_1_A L,U,13,2437.5,2625,2451.923077,1500,2625,1125,32,6.566540948,0.227004528,1
Y20,canary,male,Y20_10_12_Theme_1_A L,L,14,1875,1875,1875,1875,1875,0,170.666667,0,0.170666667,0
Y20,canary,male,Y20_10_12_Theme_1_A M,M,1,1875,1500,1582.5,1125,2250,1125,144,2.226644968,0.419739363,2
Y20,canary,male,Y20_10_12_Theme_1_A N,N,1,2625,2812.5,2762.5,2625,2812.5,187.5,37.333333,1.298876232,0.078480194,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,2,3000,2812.5,2826.923077,2625,3000,375,32,2.525592672,0.102917578,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,3,3000,2812.5,2825.892857,2812.5,3000,187.5,34.666667,0.466263263,0.048382287,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,4,2812.5,2812.5,2824.21875,2625,3000,375,40,1.61637931,0.09486248,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,5,2812.5,2812.5,2826.923077,2812.5,3000,187.5,32,1.010237069,0.05943124,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,6,3000,2812.5,2825,2625,3000,375,37.333333,2.164793719,0.108250912,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,7,2812.5,2812.5,2812.5,2812.5,2812.5,0,34.666667,0,0.034666667,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,8,2812.5,2812.5,2825.892857,2812.5,3000,187.5,34.666667,0.932526525,0.062097907,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,9,2812.5,2812.5,2825,2812.5,3000,187.5,37.333333,0.865917488,0.064764573,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,10,3000,2812.5,2839.285714,2812.5,3000,187.5,34.666667,1.398789788,0.075813527,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,11,2625,2812.5,2800,2625,2812.5,187.5,37.333333,0.432958744,0.051048953,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,12,3000,2812.5,2812.5,2625,3000,375,34.666667,1.398789788,0.075813527,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,13,2812.5,2812.5,2812.5,2812.5,2812.5,0,34.666667,0,0.034666667,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,14,2812.5,2812.5,2812.5,2812.5,2812.5,0,34.666667,0,0.034666667,0
Y20,canary,male,Y20_10_12_Theme_1_A N,N,15,2812.5,2812.5,2800,2625,2812.5,187.5,37.333333,0.865917488,0.064764573,0
